URL TO JPG,Work Record ID,Licence#1,ID Number#1,Cataloguer#1,Shelfmark#1,Old ID#1,CMS ID#2,Title#1,Alternate Title#1,Translated Title#1,Creator#1,Creator Name#1,Creator Dates#1,Creator Nationality#1,Creator Role#1,Creator Active Dates#1,Summary Creator#1,Creator#2,Creator Name#2,Creator Role#2,Summary Creator#2,Associate Creator#1,Associate Creator Name#1,Associate Creator Dates#1,Associate Creator Role#1,Associate Creator#2,Associate Creator Name#2,Associate Creator Dates#2,Associate Creator Role#2,Associate Creator#4,Associate Creator Name#4,Associate Creator Dates#4,Associate Creator Role#4,Associate Creator#3,Associate Creator Name#3,Associate Creator Role#3,Date#1,Early Date#1,Late Date#1,Description#1,Classification#1,Work Type#1,Measurement#1,Material#1$1,Material#1$2,Material#1$3,Material#1$4,Material#1$5,Material#1,Technique#1,Location#1,Repository#1,Source#1,Subject#1,Subject Person#1$1,Subject Person#1$2,Subject Person#1,Subject Place#1$1,Subject Place#1$2,Subject Place#1,Subject Event#1,Subject Event#1$2,Subject Event#1$1,Subject Object#1,Subject Category#1$1,Subject Category#1$2,Subject Category#1$3,Subject Category#1,Subject Category#1$4,Subject Period#1,Related Work Title#1,Related Work Creator#1,Related Work Title#2,Related Work Creator#2,Related Work Title#4,Related Work Creator#4,Related Work Title#3,Related Work Creator#3,Repro Record ID#1,Repro Link ID#1,Repro File Type#1,Repro File Size (bytes)#1,Repro Title#1,Repro Creator Name#1,Repro Creator Role Description#1,Repro Creator Name#2,Repro Creator Role Description#2,Repro Repository#1,Repro ID Number#1,Repro Old ID Number#1,Repro Capture Date#1,Repro Rights Statement#1
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014462d.jpg,14462,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14462,Paul Barnaby,Corson P.2908,cc0335,,Edith Bellenden,Steel engraving by H. Cook after a drawing by G. Cattermole of a character from Scott's novel Old Mortality,,"Cattermole, George","Cattermole, George",,,Artist,,George Cattermole,,,,,"Cook, Henry II","Cook, Henry II",,Engraver,,,,,,,,,,,,1833,01 Jan 1833,31 Dec 1833,"Three quarter portrait of Edith Bellenden, heroine of Old Mortality, attending the Festival of the Popinjay (Old Mortality, ch. 2). Illustrates the line: 'Her [i.e. Lady Margaret Bellenden's] grand-daughter, and only earthly care, the fair-haired Edith, [...] appeared beside her aged relative like Spring placed close to Winter.'",Engraving,Engraving,,Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Portraits of the Principal Female Characters in the Waverley Novels: With Illustrative Letter-Press. London: Chapman & Hall, 1833-","Scotland - History - 1660-1688 - Fiction Scott, Walter, Sir, 1771-1832 - Characters - Heroines",,,"Scott, Walter, Sir",,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014462d.jpg,0014462d,Derivative TIFF,29868312,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014462d.tif,,11/04/12 16:38,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014463d.jpg,14463,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14463,Paul Barnaby,Corson P.2909,cc0336,,[Steel engraving by C. Rolls after a drawing by Henry James Richter of a scene from Scott's novel Old Mortality],,,"Richter, Henry James","Richter, Henry James",,,Draftsman,,Henry James Richter,,,,,"Rolls, Charles","Rolls, Charles",,Engraver,,,,,,,,,,,,1832,01 Jan 1832,31 Dec 1832,"Depicts John Balfour of Burley showing Henry Morton the notches on his sword (Old Mortality, ch. 43). Originally commissioned as an illustration to the Waverley Novels, but unpublished, this engraving was subsequently used to illustrate the tale 'The Novice' in W. H. Harrison's Christmas Tales (1833).",Engraving,Engraving,"11.1 x 17.5cm (4 3/8 x 6 7/8"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Harrison, W. H. Christmas Tales, Historical and Domestic. London: Jennings & Chaplin, 1833 (facing p. 164)","Scotland - History - 1660-1688 - Fiction Scott, Walter, Sir, 1771-1832 - Characters",,,"Scott, Walter, Sir",,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014463d.jpg,0014463d,Derivative TIFF,19061340,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014463d.tif,,11/04/12 14:25,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014464d.jpg,14464,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14464,Paul Barnaby,Corson P.2902,cc0337,,Dunottar Castle,Steel engraving by E. Finden after a drawing by W. Daniell of a scene relating to Scott's novel Old Mortality,,"Daniell, William","Daniell, William",,,Artist,,William Daniell,,,,,"Finden, Edward Francis","Finden, Edward Francis",,Engraver,,,,,,,,,,,,1830,01 Jan 1830,31 Dec 1830,"Depicts Dunnottar Castle, near Stonehaven, Aberdeenshire, where Covenanter prisoners were held following the battle of Bothwell Bridge (Old Mortality, introd.).",Engraving,Engraving,"23 x 16.7cm (9 1/16 x 6 9/16"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Landscape Illustrations of the Waverley Novels: With Descriptions of the Views, vol. I. London: Charles Tilt, 1832 (facing p. 22)","Scott, Walter, Sir, 1771-1832 - Settings Dunnottar Castle (Scotland)",,,"Scott, Walter, Sir",,,Dunnottar Castle,,,,Covenanters,Fiction,Settings,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014464d.jpg,0014464d,Derivative TIFF,32655276,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014464d.tif,,11/04/12 14:26,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014465d.jpg,14465,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14465,Paul Barnaby,Corson P.2901,cc0338,,[Steel engraving by W. H. Lizars after a drawing by William Allan of a scene from Scott's novel Old Mortality],,,"Allan, William","Allan, William",,,Draftsman,,William Allan,,,,,"Lizars, William Home","Lizars, William Home",,Engraver,,,,,,,,,,,,1820,01 Jan 1820,31 Dec 1820,"Vignette depiction of Old Mortality being greeted by Peter Pattieson as he repairs inscriptions on the tombs of Covenanters (Old Mortality, ch. 1). Illustrates the text: 'He considered himself as fulfilling a sacred duty, while renewing to the eyes of posterity the decaying emblems of the zeal and sufferings of their forefathers.' (Old Mortality, ch. 1)",Engraving,Engraving,"12.6 x 19.7cm (4 15/16 x 7 3/4"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Illustrations of the Novels and Tales of the Author of Waverley from Designs by William Allan. Edinburgh: Archibald Constable & Co., 1820 (t.p.)","Scotland - History - 1660-1688 - Fiction Scott, Walter, Sir, 1771-1832 - Characters",,,"Scott, Walter, Sir",,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014465d.jpg,0014465d,Derivative TIFF,28471872,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014465d.tif,,11/04/12 14:27,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014466d.jpg,14466,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14466,Paul Barnaby,Corson P.1529,cc0339,,A Gallery in Craignethan Castle: Tillietudlem,Steel engraving by C. Heath after a drawing by G. Cattermole of a scene from Scott's novel Old Mortality,,"Cattermole, George","Cattermole, George",,,Artist,,George Cattermole,,,,,"Heath, Charles","Heath, Charles",,Engraver,,,,,,,,,,,,1835,01 Jan 1835,31 Dec 1835,"Depicts Jenny Dennison, Edith Bellenden's maid, bribing the guard Tam Halliday to let her mistress see Henry Morton (Old Mortality, ch. 10). The scene is set in a gallery of Craignethan Castle, Lanarkshire, reputedly portrayed in Old Mortality as Tillietudlem.",Engraving,Engraving,"16.7 x 24.4cm (6 9/16 x 9 5/8"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Ritchie, L. Scott and Scotland. London: Longman & Co., 1835 (facing p. 254)","Scotland - History - 1660-1688 - Fiction Scott, Walter, Sir, 1771-1832 - Characters",,,"Scott, Walter, Sir",,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014466d.jpg,0014466d,Derivative TIFF,50875520,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014466d.tif,,11/04/12 14:27,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014467d.jpg,14467,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14467,Paul Barnaby,Corson P.1528,cc0340,,"Great Hall, Craignethan Castle: Tillietudlem",Steel engraving by J. Goodyear after a drawing by G. Cattermole of a scene from Scott's novel Old Mortality,,"Cattermole, George","Cattermole, George",,,Artist,,George Cattermole,,,,,"Goodyear, Joseph","Goodyear, Joseph",,Engraver,,,,,,,,,,,,1835,01 Jan 1835,31 Dec 1835,"Depicts the great hall of Tillietudlem, with Edith and Lady Bellenden looking on as Major Bellenden asks Claverhouse to spare Morton's life (Old Mortality, ch. 12). The engraving is based on the great hall of Craignethan Castle, the reputed model for Scott's Tillietudlem.",Engraving,Engraving,"24.5 x 16.7cm (9 5/8 x 6 9/16"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Ritchie, L. Scott and Scotland. London: Longman & Co., 1835 (facing p. 254)","Scotland - History - 1660-1688 - Fiction Scott, Walter, Sir, 1771-1832 - Characters",,,"Scott, Walter, Sir",,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014467d.jpg,0014467d,Derivative TIFF,27963264,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014467d.tif,,11/04/12 14:28,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014468d.jpg,14468,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14468,Paul Barnaby,Corson P.2906,cc0341,,Old Mortality: Burley's Concealment in the Hay Loft at Milnwood,Steel engraving by F. Engleheart after a drawing by W. Allan of characters from Scott's novel Old Mortality,,"Allan, William","Allan, William",,,Artist,,William Allan,,,,,"Engleheart, Francis","Engleheart, Francis",,Engraver,,,,,,,,,,,,1820,01 Jan 1820,31 Dec 1820,"Shows John Balfour of Burley being hidden in the hayloft at Milnwood by Henry Morton (Old Mortality, ch. 5).",Engraving,Engraving,"13.2 x 19.5cm (5 3/16 x 7 11/16"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Illustrations of the Novels and Tales of the Author of Waverley from Designs by William Allan. Edinburgh: Archibald Constable & Co., 1820","Scotland - History - 1660-1688 - Fiction Scott, Walter, Sir, 1771-1832 - Characters",,,"Scott, Walter, Sir",,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014468d.jpg,0014468d,Derivative TIFF,23927692,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014468d.tif,,11/04/12 16:39,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014469d.jpg,14469,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14469,Paul Barnaby,Corson P.3636,cc0342,,'Whiles - at brose-time' = 'Quelquefois - Ã  l'heure des repas',Engraving by George Cruikshank of a scene from Scott's novel Old Mortality,,"Cruikshank, George","Cruikshank, George",,,Artist,,George Cruikshank,,,,,,,,,,,,,,,,,,,,1836,01 Jan 1836,31 Dec 1836,"Depicts Cuddie Headrigg taking leave of Jenny Dennison (Old Mortality, ch. 28).",Engraving,Engraving,"18.2 x 12.5cm (7 3/16 x 4 15/16"")",Ink,Paper,,,,,Engraving,TBC/Main Library/Special Collections,Corson Collection,"Landscape-Historical Illustrations of Scotland and the Waverley Novels, vol. I. London: Fisher, Son & Co., 1836-38 (facing p. 33)","Scotland - History - 1660-1688 - Fiction Scott, Walter, Sir, 1771-1832 - Characters",,,"Scott, Walter, Sir",,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014469d.jpg,0014469d,Derivative TIFF,23644000,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014469d.tif,,11/04/12 14:30,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014470d.jpg,14470,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14470,Paul Barnaby,Corson P.3482,cc0343,,Old Mortality: Craignethan,Steel engraving by C. Heath after a drawing by P. Dewint of a scene relating from Scott's novel Old Mortality,,"De Wint, Peter","De Wint, Peter",,,Artist,,Peter De Wint,,,,,"Heath, Charles","Heath, Charles",,Engraver,,,,,,,,,,,,1832,01 Jan 1832,31 Dec 1832,"Vignette depiction of Craignethan Castle, Lanarkshire, the reputed model for Tillietudlem Castle in Scott's Old Mortality.",Engraving,Engraving,"11.5 x 17.8cm (4 1/2 x 7"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"The Waverley Album. London: Charles Heath, 1832 (facing p. 16)","Scott, Walter, Sir, 1771-1832 - Settings Craignethan Castle (Scotland)",,,"Scott, Walter, Sir",,,Craignethan Castle,,,,Covenanters,Fiction,Settings,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014470d.jpg,0014470d,Derivative TIFF,16236796,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014470d.tif,,11/04/12 14:30,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014471d.jpg,14471,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14471,Paul Barnaby,Corson P.3481,cc0344,,Old Mortality: King Charles the Second Saluting Lady Bellenden,Steel engraving by J. Romney after a drawing by C. R. Leslie of a scene from Scott's novel Old Mortality,,"Leslie, Charles Robert","Leslie, Charles Robert",,,Artist,,Charles Robert Leslie,,,,,"Romney, John","Romney, John",,Engraver,,,,,,,,,,,,1832,01 Jan 1832,31 Dec 1832,"Depicts King Charles II kissing Lady Bellenden on the cheek (Old Mortality, ch. 2).",Engraving,Engraving,"11.5 x 17.8cm (4 1/2 x 7"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"The Waverley Album. London: Charles Heath, 1832 (facing p. 15)","Scotland - History - 1660-1688 - Fiction Charles II, King of England, 1630-1685","Charles II, King of England","Scott, Walter, Sir",,,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014471d.jpg,0014471d,Derivative TIFF,18245144,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014471d.tif,,11/04/12 14:31,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014472d.jpg,14472,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14472,Paul Barnaby,Corson P.3480,cc0345,,Old Mortality: Bothwell Brigg,Steel engraving by Charles Heath after a drawing by P. de Wint of a scene relating to Scott's novel Old Mortality,,"De Wint, Peter","De Wint, Peter",,,Artist,,Peter De Wint,,,,,"Heath, Charles","Heath, Charles",,Engraver,,,,,,,,,,,,1832,01 Jan 1832,31 Dec 1832,"A vignette depiction of the government and Covenanting armies meeting at the Battle of Bothwell Bridge, June 22, 1679. The battle is depicted in Old Mortality, ch. 31-32",Engraving,Engraving,"11.5 x 17.8cm (4 1/2 x 7"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"The Waverley Album. London: Charles Heath, 1832 (facing p. 14)","Scotland - History - 1660-1688 Bothwell Bridge, Battle of, Scotland, 1679",,,"Scott, Walter, Sir",,,Bothwell,"Bothwell Bridge, Battle of, Scotland, 1679",,,Covenanters,Fiction,Settings,,,,1660-1688,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014472d.jpg,0014472d,Derivative TIFF,17241516,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014472d.tif,,11/04/12 14:32,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014473d.jpg,14473,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14473,Paul Barnaby,Corson P.2916,cc0346,,The Battle of Bothwell Bridge,Steel engraving by J. B. Allen after a drawing by W. Harvey of a scene relating to Scott's novel Old Mortality,,"Harvey, William","Harvey, William",,,Artist,,William Harvey,,,,,"Allen, James Baylis","Allen, James Baylis",,Engraver,,,,,,,,,,,,1836,01 Jan 1836,31 Dec 1836,"Depicts the government and Covenanting armies meeting at the Battle of Bothwell Bridge, June 22, 1679. The battle is depicted in Old Mortality, ch. 31-32.",Engraving,Engraving,"23.7 x 17.2cm (9 5/16 x 6 3/4"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Landscape-Historical Illustrations of Scotland and the Waverley Novels, vol. I. London: Fisher, Son & Co., 1836-38 (facing p. 32)","Scotland - History - 1660-1688 Bothwell Bridge, Battle of, Scotland, 1679",,,"Scott, Walter, Sir",,,Bothwell,"Bothwell Bridge, Battle of, Scotland, 1679",,,Covenanters,Fiction,Settings,,,,1660-1688,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014473d.jpg,0014473d,Derivative TIFF,26389284,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014473d.tif,,11/04/12 14:32,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014474d.jpg,14474,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14474,Paul Barnaby,Corson P.1544,cc0347,,Craignethan Castle: Tillietudlem,Steel engraving by R. Wallis after a drawing by G. Cattermole of a scene relating to Scott's novel Old Mortality,,"Cattermole, George","Cattermole, George",,,Artist,,George Cattermole,,,,,"Wallis, Robert","Wallis, Robert",,Engraver,,,,,,,,,,,,1835,01 Jan 1835,31 Dec 1835,"Depicts Cuddie Headrigg and companions preparing to assault Tillietudlem Castle, based on Craignethan Castle, Lanarkshire (Old Mortality, ch. 25).",Engraving,Engraving,"24.4 x 16.8cm (9 5/8 x 6 5/8"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Ritchie, L. Scott and Scotland. London: Longman & Co., 1835 (facing p. 253)",Scotland - History - 1660-1688 - Fiction Craignethan Castle (Scotland),,,"Scott, Walter, Sir",,,Craignethan Castle,,,,Covenanters,Characters,Fiction,Settings,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014474d.jpg,0014474d,Derivative TIFF,30604964,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014474d.tif,,11/04/12 14:33,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014475d.jpg,14475,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14475,Paul Barnaby,Corson P.3634,cc0348,,Festival of the Popinjay = FÃªte du Papegai,Steel engraving by J. Carter after a drawing by R. B. Davis of a scene from Scott's novel Old Mortality,,"Davis, Richard Barrett","Davis, Richard Barrett",,,Artist,,Richard Barrett Davis,,,,,"Barrett, James","Barrett, James",,Engraver,,,,,,,,,,,,1836,01 Jan 1836,31 Dec 1836,"Depicts a crowd watching the Festival of the Popinjay (Old Mortality, ch. 2).",Engraving,Engraving,"25.7 x 20.2cm (10 1/8 x 7 15/16"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Landscape-Historical Illustrations of Scotland and the Waverley Novels, vol. I. London: Fisher, son & Co., 1836-38 (facing p. 31)",Scotland - History - 1660-1688 - Fiction Festivals - Scotland,,,"Scott, Walter, Sir",,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014475d.jpg,0014475d,Derivative TIFF,26335756,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014475d.tif,,11/04/12 14:34,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014476d.jpg,14476,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14476,Paul Barnaby,Corson P.3637,cc0349,,Castle of Tillietudlem = ChÃ¢teau de Tillietudlem,Steel engraving by J. H. Kernot after a drawing by H. Melville of a scene from Scott's novel Old Mortality,,"Melville, Henry","Melville, Henry",,,Artist,,Henry Melville,,,,,"Kernot, James Harfield","Kernot, James Harfield",,Engraver,,,,,,,,,,,,1836,01 Jan 1836,31 Dec 1836,"Depicts Lord Evandale arriving at Tillietudlem Castle (based on Craignethan Castle, Lanarkshire) after the Battle of Loudon Hill (Old Mortality, ch. 24).",Engraving,Engraving,"25.6 x 20.3cm (10 1/16 x 8"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Landscape-Historical Illustrations of Scotland and the Waverley Novels, vol. I. London: Fisher, Son & Co., 1836-38 (facing p. 29)",Scotland - History - 1660-1688 - Fiction Craignethan Castle (Scotland),,,"Scott, Walter, Sir",,,Craignethan Castle,,,,Covenanters,Characters,Fiction,Settings,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014476d.jpg,0014476d,Derivative TIFF,26591484,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014476d.tif,,11/04/12 14:35,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014477d.jpg,14477,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14477,Paul Barnaby,Corson P.1543,cc0350,,Edith Bellenden,Steel engraving by H. Robinson after a drawing by L. Sharpe of a character from Scott's novel Old Mortality,,"Sharpe, Louisa","Sharpe, Louisa",,,Artist,,Louisa Sharpe,,,,,"Robinson, Henry","Robinson, Henry",,Engraver,,,,,,,,,,,,1845,01 Jan 1845,31 Dec 1845,"Three quarter portrait of Edith Bellenden, heroine of Scott's Old Mortality, wearing a shawl.",Engraving,Engraving,"16.7 x 24.4cm (6 9/16 x 9 5/8"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"Stevens, H. I. and A. Scott and Scotland. London: H. I. and A. Stevens, 1845","Scotland - History - 1660-1688 - Fiction Scott, Walter, Sir, 1771-1832 - Characters - Heroines",,,"Scott, Walter, Sir",,,,,,,Covenanters,Characters,Fiction,,,,,Old Mortality,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014477d.jpg,0014477d,Derivative TIFF,28383040,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014477d.tif,,11/04/12 14:36,Â© The University of Edinburgh
http://images.is.ed.ac.uk/MediaManager/srvr?mediafile=/Size4/UoEwal-1-NA/1001/0014478d.jpg,14478,"<a href = ""https://creativecommons.org/licenses/by/3.0/"" target=""_blank""><img src = ""http://lac-luna-live4.is.ed.ac.uk:8181/graphics/by.jpg""/></a>",14478,Paul Barnaby,Corson P.3509,cc0351,,Peveril of the Peak: The Meeting of Peveril & Alice Interrupted by Bridgenorth,Steel engraving by J. Mitchell after a drawing by T. M. Wright of a scene from Scott's novel Peveril of the Peak,,"Wright, Thomas M.","Wright, Thomas M.",,,Artist,,Thomas M. Wright,,,,,"Mitchell, James","Mitchell, James",,Engraver,,,,,,,,,,,,1832,01 Jan 1832,31 Dec 1832,"Depicts Major Bridgenorth finding his daughter Alice and Julian Peveril together (Peveril of the Peak, ch. 13).",Engraving,Engraving,"14.4 x 17.8cm (5 11/16 x 7"")",Ink,Paper,,,,,Steel Engraving,TBC/Main Library/Special Collections,Corson Collection,"The Waverley Album. London: Charles Heath, 1832 (facing p. 43)","Popish Plot, 1678 - Fiction Scott, Walter, Sir, 1771-1832 - Characters",,,"Scott, Walter, Sir",,,,"Popish Plot, 1678",,,,Characters,Fiction,,,,,Peveril of the Peak,"Scott, Walter, Sir",,,,,,,0014000-0014999\0014478d.jpg,0014478d,Derivative TIFF,21029632,Corson,Digital Imaging Unit,Creator,Malcolm Brown,Operator,Corson Collection,0014478d.tif,,11/04/12 14:36,Â© The University of Edinburgh
